S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
3900,09-12-2015,Idaho,Meatzaa,3,09:24:31,After 9:00am,8.00
3901,12-12-2015,Nevada,BBQ Chicken,1,09:24:32,After 9:00am,16.00
3902,08-12-2015,Oregon,Pepperoni Suya,3,09:24:32,After 9:00am,12.00
3903,06-12-2015,Idaho,Pepperoni Suya,2,09:24:32,After 9:00am,12.00
3904,14-12-2015,Oregon,Veggie Supreme,3,09:24:34,After 9:00am,12.00
3905,09-12-2015,Idaho,Beef Suya,1,09:24:34,After 9:00am,12.00
3906,05-12-2015,Oregon,Extravaganza,5,09:24:40,After 9:00am,8.00
3907,06-12-2015,Arizona,Chicken Suya,5,09:24:41,After 9:00am,16.00
3908,15-12-2015,California,Chicken Bali,4,09:24:42,After 9:00am,8.00
3909,13-12-2015,California,Hot Pepperoni Feast,2,09:24:44,After 9:00am,16.00
3910,11-12-2015,Nevada,Meatzaa,1,09:24:44,After 9:00am,8.00
3911,10-12-2015,Arizona,Meatzaa,1,09:24:44,After 9:00am,8.00
3912,12-12-2015,California,Chicken Bali,4,09:24:45,After 9:00am,8.00
3913,06-12-2015,California,Veggie Supreme,3,09:24:48,After 9:00am,12.00
3914,06-12-2015,Arizona,Extravaganza,3,09:24:48,After 9:00am,8.00
3915,07-12-2015,California,Extravaganza,5,09:24:49,After 9:00am,8.00
3916,07-12-2015,Arizona,BBQ Chicken,5,09:24:49,After 9:00am,16.00
3917,11-12-2015,Idaho,Chicken Legend,3,09:24:50,After 9:00am,8.00
3918,08-12-2015,California,BBQ Philly Steak,4,09:24:53,After 9:00am,16.00
3919,11-12-2015,California,Hot Veggie,4,09:24:54,After 9:00am,16.00
3920,10-12-2015,Oregon,Veggie Supreme,4,09:24:55,After 9:00am,12.00
3921,14-12-2015,Oregon,BBQ Philly Steak,3,09:24:55,After 9:00am,16.00
3922,04-12-2015,Oregon,Beef Suya,5,09:24:56,After 9:00am,12.00
3923,15-12-2015,Oregon,Hot Pepperoni Feast,5,09:24:57,After 9:00am,16.00
3924,04-12-2015,California,Margarita,3,09:24:58,After 9:00am,16.00
3925,08-12-2015,Nevada,Chicken Feast,2,09:24:58,After 9:00am,8.00
3926,07-12-2015,Nevada,Veggie Supreme,3,09:24:59,After 9:00am,12.00
3927,15-12-2015,Nevada,Chicken Legend,5,09:25:00,After 9:00am,8.00
3928,05-12-2015,Idaho,Chicken Bali,3,09:25:00,After 9:00am,8.00
3929,12-12-2015,Idaho,Veggie Supreme,1,09:25:02,After 9:00am,12.00
3930,12-12-2015,Arizona,Extravaganza,1,09:25:02,After 9:00am,8.00
3931,06-12-2015,Arizona,Hot Veggie,4,09:25:06,After 9:00am,16.00
3932,04-12-2015,California,Meatzaa,1,09:25:07,After 9:00am,8.00
3933,11-12-2015,California,Meatzaa,2,09:25:09,After 9:00am,8.00
3934,15-12-2015,Idaho,Chicken Bali,1,09:25:10,After 9:00am,8.00
3935,15-12-2015,California,BBQ Chicken,2,09:25:10,After 9:00am,16.00
3936,08-12-2015,Idaho,BBQ Chicken,1,09:25:10,After 9:00am,16.00
3937,13-12-2015,Arizona,Margarita,3,09:25:12,After 9:00am,16.00
3938,15-12-2015,Arizona,Chicken Legend,2,09:25:13,After 9:00am,8.00
3939,12-12-2015,Oregon,Margarita,4,09:25:13,After 9:00am,16.00
3940,15-12-2015,California,Hot Veggie,5,09:25:13,After 9:00am,16.00
3941,10-12-2015,Oregon,Extravaganza,5,09:25:13,After 9:00am,8.00
3942,06-12-2015,Arizona,BBQ Philly Steak,3,09:25:15,After 9:00am,16.00
3943,12-12-2015,California,Chicken Bali,4,09:25:19,After 9:00am,8.00
3944,06-12-2015,Oregon,Chicken Feast,3,09:25:19,After 9:00am,8.00
3945,15-12-2015,Idaho,Pepperoni Suya,2,09:25:19,After 9:00am,12.00
3946,07-12-2015,Nevada,BBQ Philly Steak,5,09:25:20,After 9:00am,16.00
3947,06-12-2015,Oregon,Beef Suya,1,09:25:21,After 9:00am,12.00
3948,10-12-2015,Oregon,Chicken Legend,2,09:25:22,After 9:00am,8.00
3949,13-12-2015,California,Chicken Legend,2,09:25:23,After 9:00am,8.00
3950,04-12-2015,Nevada,Pepperoni Feast,1,09:25:24,After 9:00am,16.00
3951,14-12-2015,Arizona,Margarita,5,09:25:26,After 9:00am,16.00
3952,15-12-2015,Idaho,Margarita,1,09:25:32,After 9:00am,16.00
3953,12-12-2015,Nevada,Pepperoni Feast,5,09:25:33,After 9:00am,16.00
3954,10-12-2015,Oregon,Hot Pepperoni Feast,2,09:25:33,After 9:00am,16.00
3955,08-12-2015,Arizona,Pepperoni Suya,2,09:25:33,After 9:00am,12.00
3956,09-12-2015,California,BBQ Chicken,2,09:25:34,After 9:00am,16.00
3957,06-12-2015,Oregon,Veggie Supreme,1,09:25:35,After 9:00am,12.00
3958,05-12-2015,California,Beef Suya,5,09:25:38,After 9:00am,12.00
3959,10-12-2015,California,BBQ Philly Steak,1,09:25:39,After 9:00am,16.00
3960,09-12-2015,Oregon,Chicken Bali,2,09:25:40,After 9:00am,8.00
3961,11-12-2015,Oregon,BBQ Chicken,4,09:25:43,After 9:00am,16.00
3962,13-12-2015,Nevada,Pepperoni Feast,3,09:25:47,After 9:00am,16.00
3963,09-12-2015,California,Chicken Legend,4,09:25:50,After 9:00am,8.00
3964,15-12-2015,Idaho,Chicken Suya,1,09:25:51,After 9:00am,16.00
3965,14-12-2015,Oregon,Chicken Legend,3,09:25:53,After 9:00am,8.00
3966,12-12-2015,Arizona,Chicken Bali,1,09:25:53,After 9:00am,8.00
3967,05-12-2015,Idaho,Pepperoni Suya,1,09:25:54,After 9:00am,12.00
3968,03-12-2015,California,Italiano,5,09:25:55,After 9:00am,12.00
3969,09-12-2015,Idaho,Margarita,4,09:25:55,After 9:00am,16.00
3970,15-12-2015,Oregon,Hot Pepperoni Feast,4,09:25:55,After 9:00am,16.00
3971,14-12-2015,Arizona,Extravaganza,2,09:25:55,After 9:00am,8.00
3972,07-12-2015,Arizona,Chicken Feast,1,09:25:56,After 9:00am,8.00
3973,10-12-2015,Arizona,Beef Suya,1,09:25:58,After 9:00am,12.00
3974,03-12-2015,Nevada,Chicken Bali,5,09:25:58,After 9:00am,8.00
3975,12-12-2015,Arizona,Beef Suya,2,09:25:59,After 9:00am,12.00
3976,11-12-2015,California,Chicken Suya,3,09:25:59,After 9:00am,16.00
3977,05-12-2015,Idaho,Veggie Supreme,2,09:26:00,After 9:00am,12.00
3978,12-12-2015,Nevada,Margarita,5,09:26:01,After 9:00am,16.00
3979,11-12-2015,California,Beef Suya,4,09:26:02,After 9:00am,12.00
3980,07-12-2015,Oregon,Margarita,4,09:26:06,After 9:00am,16.00
3981,08-12-2015,Idaho,Beef Suya,5,09:26:07,After 9:00am,12.00
3982,05-12-2015,Oregon,Chicken Legend,2,09:26:08,After 9:00am,8.00
3983,08-12-2015,Arizona,Margarita,2,09:26:09,After 9:00am,16.00
3984,12-12-2015,Oregon,Extravaganza,4,09:26:09,After 9:00am,8.00
3985,06-12-2015,Oregon,Chicken Feast,5,09:26:10,After 9:00am,8.00
3986,15-12-2015,Nevada,Chicken Suya,2,09:26:12,After 9:00am,16.00
3987,12-12-2015,Arizona,Veggie Supreme,5,09:26:13,After 9:00am,12.00
3988,13-12-2015,Oregon,BBQ Philly Steak,3,09:26:16,After 9:00am,16.00
3989,10-12-2015,Idaho,Hot Pepperoni Feast,4,09:26:17,After 9:00am,16.00
3990,15-12-2015,Idaho,Chicken Bali,4,09:26:18,After 9:00am,8.00
3991,09-12-2015,Arizona,Margarita,2,09:26:19,After 9:00am,16.00
3992,08-12-2015,Idaho,Veggie Supreme,4,09:26:20,After 9:00am,12.00
3993,06-12-2015,Nevada,Hot Veggie,2,09:26:20,After 9:00am,16.00
3994,11-12-2015,Arizona,Veggie Supreme,3,09:26:20,After 9:00am,12.00
3995,15-12-2015,Nevada,Chicken Legend,2,09:26:20,After 9:00am,8.00
3996,12-12-2015,California,Pepperoni Suya,5,09:26:22,After 9:00am,12.00
3997,12-12-2015,Arizona,Chicken Feast,3,09:26:24,After 9:00am,8.00
3998,12-12-2015,Nevada,BBQ Philly Steak,1,09:26:25,After 9:00am,16.00
3999,12-12-2015,Arizona,Pepperoni Suya,1,09:26:28,After 9:00am,12.00
4000,05-12-2015,Idaho,Hot Pepperoni Feast,2,09:26:28,After 9:00am,16.00
4001,13-12-2015,Nevada,Hot Veggie,2,09:26:29,After 9:00am,16.00
4002,15-12-2015,California,Italiano,2,09:26:30,After 9:00am,12.00
4003,14-12-2015,Oregon,Chicken Legend,3,09:26:30,After 9:00am,8.00
4004,11-12-2015,California,Chicken Suya,5,09:26:30,After 9:00am,16.00
4005,04-12-2015,Idaho,Hot Pepperoni Feast,1,09:26:31,After 9:00am,16.00
4006,12-12-2015,California,BBQ Chicken,2,09:26:31,After 9:00am,16.00
4007,06-12-2015,Arizona,Chicken Bali,2,09:26:32,After 9:00am,8.00
4008,11-12-2015,Arizona,Chicken Suya,1,09:26:33,After 9:00am,16.00
4009,11-12-2015,Arizona,Extravaganza,3,09:26:33,After 9:00am,8.00
4010,06-12-2015,Oregon,Chicken Bali,4,09:26:34,After 9:00am,8.00
4011,15-12-2015,Oregon,Hot Veggie,4,09:26:36,After 9:00am,16.00
4012,15-12-2015,Arizona,BBQ Chicken,5,09:26:36,After 9:00am,16.00
4013,08-12-2015,California,BBQ Philly Steak,3,09:26:39,After 9:00am,16.00
4014,10-12-2015,Nevada,Veggie Supreme,3,09:26:40,After 9:00am,12.00
4015,07-12-2015,Idaho,Pepperoni Feast,2,09:26:49,After 9:00am,16.00
4016,03-12-2015,Arizona,Hot Veggie,5,09:26:51,After 9:00am,16.00
4017,08-12-2015,Nevada,Extravaganza,1,09:26:51,After 9:00am,8.00
4018,04-12-2015,Idaho,Italiano,1,09:26:51,After 9:00am,12.00
4019,06-12-2015,Oregon,Extravaganza,1,09:26:52,After 9:00am,8.00
4020,13-12-2015,California,Chicken Feast,1,09:26:52,After 9:00am,8.00
4021,12-12-2015,Nevada,Hot Pepperoni Feast,5,09:26:53,After 9:00am,16.00
4022,03-12-2015,Idaho,Meatzaa,2,09:26:54,After 9:00am,8.00
4023,12-12-2015,Oregon,Extravaganza,3,09:26:54,After 9:00am,8.00
4024,07-12-2015,California,Veggie Supreme,2,09:26:54,After 9:00am,12.00
4025,08-12-2015,Idaho,Pepperoni Suya,5,09:26:55,After 9:00am,12.00
4026,06-12-2015,Idaho,Chicken Feast,2,09:26:57,After 9:00am,8.00
4027,03-12-2015,Nevada,Chicken Suya,4,09:26:58,After 9:00am,16.00
4028,07-12-2015,Nevada,Pepperoni Feast,2,09:26:58,After 9:00am,16.00
4029,07-12-2015,California,Hot Pepperoni Feast,1,09:26:59,After 9:00am,16.00
4030,07-12-2015,Idaho,Chicken Bali,5,09:27:00,After 9:00am,8.00
4031,13-12-2015,Nevada,BBQ Chicken,4,09:27:01,After 9:00am,16.00
4032,03-12-2015,California,Pepperoni Suya,5,09:27:01,After 9:00am,12.00
4033,09-12-2015,Oregon,Hot Veggie,3,09:27:02,After 9:00am,16.00
4034,05-12-2015,California,Hot Pepperoni Feast,4,09:27:02,After 9:00am,16.00
4035,04-12-2015,Nevada,Italiano,4,09:27:02,After 9:00am,12.00
4036,03-12-2015,Oregon,Chicken Feast,4,09:27:03,After 9:00am,8.00
4037,15-12-2015,Nevada,Hot Veggie,4,09:27:09,After 9:00am,16.00
4038,13-12-2015,Nevada,Hot Veggie,4,09:27:09,After 9:00am,16.00
4039,12-12-2015,Arizona,Meatzaa,1,09:27:09,After 9:00am,8.00
4040,10-12-2015,Arizona,Chicken Feast,4,09:27:11,After 9:00am,8.00
4041,14-12-2015,Oregon,Chicken Feast,2,09:27:12,After 9:00am,8.00
4042,15-12-2015,Oregon,Meatzaa,3,09:27:13,After 9:00am,8.00
4043,08-12-2015,Arizona,Chicken Suya,1,09:27:13,After 9:00am,16.00
4044,14-12-2015,Arizona,Chicken Feast,3,09:27:13,After 9:00am,8.00
4045,10-12-2015,Nevada,Pepperoni Suya,4,09:27:14,After 9:00am,12.00
4046,11-12-2015,Oregon,Pepperoni Suya,3,09:27:14,After 9:00am,12.00
4047,10-12-2015,Idaho,Pepperoni Feast,1,09:27:15,After 9:00am,16.00
4048,12-12-2015,Oregon,Hot Pepperoni Feast,3,09:27:15,After 9:00am,16.00
4049,07-12-2015,California,Pepperoni Suya,2,09:27:15,After 9:00am,12.00
4050,04-12-2015,Arizona,BBQ Philly Steak,1,09:27:15,After 9:00am,16.00
4051,12-12-2015,Arizona,Chicken Bali,2,09:27:16,After 9:00am,8.00
4052,05-12-2015,Nevada,Meatzaa,2,09:27:17,After 9:00am,8.00
4053,10-12-2015,Arizona,Pepperoni Suya,3,09:27:17,After 9:00am,12.00
4054,14-12-2015,Idaho,Chicken Bali,5,09:27:18,After 9:00am,8.00
4055,11-12-2015,Idaho,Chicken Bali,3,09:27:18,After 9:00am,8.00
4056,03-12-2015,Oregon,Extravaganza,3,09:27:20,After 9:00am,8.00
4057,15-12-2015,Idaho,Hot Veggie,4,09:27:20,After 9:00am,16.00
4058,07-12-2015,Idaho,Meatzaa,4,09:27:21,After 9:00am,8.00
4059,04-12-2015,Nevada,Chicken Feast,2,09:27:22,After 9:00am,8.00
4060,03-12-2015,Oregon,BBQ Chicken,4,09:27:23,After 9:00am,16.00
4061,03-12-2015,Arizona,Hot Veggie,5,09:27:23,After 9:00am,16.00
4062,03-12-2015,Nevada,Pepperoni Feast,1,09:27:23,After 9:00am,16.00
4063,07-12-2015,Idaho,Italiano,1,09:27:24,After 9:00am,12.00
4064,09-12-2015,Oregon,Chicken Bali,4,09:27:24,After 9:00am,8.00
4065,04-12-2015,Idaho,Beef Suya,3,09:27:24,After 9:00am,12.00
4066,15-12-2015,Oregon,Pepperoni Suya,1,09:27:25,After 9:00am,12.00
4067,07-12-2015,Nevada,Pepperoni Feast,5,09:27:25,After 9:00am,16.00
4068,03-12-2015,Oregon,Veggie Supreme,4,09:27:26,After 9:00am,12.00
4069,04-12-2015,Nevada,Chicken Feast,4,09:27:29,After 9:00am,8.00
4070,11-12-2015,Nevada,BBQ Philly Steak,3,09:27:30,After 9:00am,16.00
4071,14-12-2015,Idaho,Chicken Bali,1,09:27:30,After 9:00am,8.00
4072,07-12-2015,Oregon,Hot Veggie,2,09:27:31,After 9:00am,16.00
4073,04-12-2015,Arizona,Chicken Suya,5,09:27:31,After 9:00am,16.00
4074,03-12-2015,Arizona,BBQ Chicken,5,09:27:32,After 9:00am,16.00
4075,09-12-2015,Arizona,Veggie Supreme,3,09:27:33,After 9:00am,12.00
4076,07-12-2015,Arizona,BBQ Chicken,1,09:27:34,After 9:00am,16.00
4077,15-12-2015,Nevada,Meatzaa,3,09:27:34,After 9:00am,8.00
4078,14-12-2015,Idaho,Beef Suya,3,09:27:35,After 9:00am,12.00
4079,15-12-2015,Nevada,Chicken Legend,2,09:27:36,After 9:00am,8.00
4080,11-12-2015,California,Italiano,1,09:27:36,After 9:00am,12.00
4081,11-12-2015,Idaho,Meatzaa,2,09:27:38,After 9:00am,8.00
4082,09-12-2015,Arizona,Italiano,4,09:27:38,After 9:00am,12.00
4083,10-12-2015,Nevada,Hot Veggie,3,09:27:39,After 9:00am,16.00
4084,11-12-2015,California,Pepperoni Feast,3,09:27:44,After 9:00am,16.00
4085,09-12-2015,Arizona,Italiano,1,09:27:45,After 9:00am,12.00
4086,12-12-2015,Nevada,Chicken Feast,4,09:27:46,After 9:00am,8.00
4087,03-12-2015,Nevada,Hot Pepperoni Feast,5,09:27:47,After 9:00am,16.00
4088,11-12-2015,California,BBQ Chicken,2,09:27:47,After 9:00am,16.00
4089,11-12-2015,California,Margarita,2,09:27:48,After 9:00am,16.00
4090,15-12-2015,Nevada,BBQ Philly Steak,5,09:27:48,After 9:00am,16.00
4091,15-12-2015,Idaho,Hot Veggie,2,09:27:49,After 9:00am,16.00
4092,12-12-2015,California,Beef Suya,1,09:27:51,After 9:00am,12.00
4093,12-12-2015,California,Beef Suya,2,09:27:51,After 9:00am,12.00
4094,09-12-2015,Arizona,Extravaganza,1,09:27:53,After 9:00am,8.00
4095,15-12-2015,Arizona,Beef Suya,2,09:27:55,After 9:00am,12.00
4096,06-12-2015,Nevada,Chicken Bali,2,09:27:55,After 9:00am,8.00
4097,07-12-2015,Arizona,Veggie Supreme,5,09:27:58,After 9:00am,12.00
4098,05-12-2015,Oregon,Chicken Bali,1,09:27:59,After 9:00am,8.00
4099,10-12-2015,Idaho,Chicken Feast,3,09:28:01,After 9:00am,8.00
4100,12-12-2015,Nevada,Pepperoni Feast,3,09:28:01,After 9:00am,16.00
4101,06-12-2015,Arizona,Pepperoni Feast,2,09:28:01,After 9:00am,16.00
4102,06-12-2015,Idaho,Italiano,3,09:28:01,After 9:00am,12.00
4103,05-12-2015,Arizona,BBQ Chicken,5,09:28:03,After 9:00am,16.00
4104,08-12-2015,Idaho,Pepperoni Suya,4,09:28:03,After 9:00am,12.00
4105,03-12-2015,Idaho,BBQ Philly Steak,4,09:28:04,After 9:00am,16.00
4106,07-12-2015,Oregon,Meatzaa,2,09:28:05,After 9:00am,8.00
4107,08-12-2015,Arizona,Hot Pepperoni Feast,5,09:28:08,After 9:00am,16.00
4108,06-12-2015,Nevada,Chicken Feast,1,09:28:10,After 9:00am,8.00
4109,15-12-2015,Nevada,BBQ Chicken,1,09:28:10,After 9:00am,16.00
4110,05-12-2015,Arizona,Pepperoni Suya,5,09:28:11,After 9:00am,12.00
4111,09-12-2015,California,Italiano,3,09:28:11,After 9:00am,12.00
4112,12-12-2015,Oregon,Meatzaa,3,09:28:12,After 9:00am,8.00
4113,10-12-2015,Arizona,Pepperoni Suya,3,09:28:13,After 9:00am,12.00
4114,07-12-2015,California,Veggie Supreme,5,09:28:13,After 9:00am,12.00
4115,06-12-2015,Arizona,Pepperoni Suya,4,09:28:13,After 9:00am,12.00
4116,11-12-2015,Idaho,Beef Suya,5,09:28:16,After 9:00am,12.00
4117,12-12-2015,Arizona,Margarita,5,09:28:17,After 9:00am,16.00
4118,05-12-2015,Nevada,Chicken Feast,3,09:28:17,After 9:00am,8.00
4119,08-12-2015,Oregon,Meatzaa,5,09:28:19,After 9:00am,8.00
4120,14-12-2015,Arizona,BBQ Philly Steak,5,09:28:20,After 9:00am,16.00
4121,04-12-2015,Arizona,Extravaganza,3,09:28:21,After 9:00am,8.00
4122,04-12-2015,Idaho,Hot Veggie,4,09:28:23,After 9:00am,16.00
4123,15-12-2015,Idaho,Pepperoni Suya,1,09:28:25,After 9:00am,12.00
4124,11-12-2015,Idaho,Chicken Bali,2,09:28:25,After 9:00am,8.00
4125,14-12-2015,Arizona,Meatzaa,5,09:28:26,After 9:00am,8.00
4126,08-12-2015,Arizona,Chicken Feast,3,09:28:26,After 9:00am,8.00
4127,15-12-2015,Arizona,Chicken Legend,1,09:28:27,After 9:00am,8.00
4128,09-12-2015,Nevada,BBQ Philly Steak,5,09:28:28,After 9:00am,16.00
4129,15-12-2015,California,Chicken Legend,4,09:28:28,After 9:00am,8.00
4130,13-12-2015,Nevada,Chicken Legend,2,09:28:29,After 9:00am,8.00
4131,11-12-2015,Idaho,Margarita,2,09:28:32,After 9:00am,16.00
4132,06-12-2015,Arizona,BBQ Philly Steak,3,09:28:32,After 9:00am,16.00
4133,12-12-2015,Nevada,Margarita,1,09:28:33,After 9:00am,16.00
4134,04-12-2015,California,Italiano,2,09:28:34,After 9:00am,12.00
4135,08-12-2015,California,Hot Pepperoni Feast,4,09:28:34,After 9:00am,16.00
4136,12-12-2015,Oregon,Pepperoni Suya,1,09:28:35,After 9:00am,12.00
4137,06-12-2015,California,Pepperoni Suya,5,09:28:35,After 9:00am,12.00
4138,09-12-2015,Arizona,Pepperoni Suya,4,09:28:36,After 9:00am,12.00
4139,08-12-2015,Nevada,Pepperoni Suya,5,09:28:37,After 9:00am,12.00
4140,06-12-2015,Arizona,BBQ Philly Steak,3,09:28:39,After 9:00am,16.00
4141,14-12-2015,Nevada,Chicken Bali,5,09:28:39,After 9:00am,8.00
4142,13-12-2015,California,Beef Suya,4,09:28:41,After 9:00am,12.00
4143,10-12-2015,Idaho,Veggie Supreme,3,09:28:41,After 9:00am,12.00
4144,09-12-2015,Arizona,Pepperoni Feast,3,09:28:42,After 9:00am,16.00
4145,13-12-2015,Nevada,Chicken Bali,2,09:28:43,After 9:00am,8.00
4146,07-12-2015,Arizona,Pepperoni Feast,2,09:28:44,After 9:00am,16.00
4147,07-12-2015,Nevada,Pepperoni Feast,1,09:28:45,After 9:00am,16.00
4148,15-12-2015,Arizona,Italiano,3,09:28:45,After 9:00am,12.00
4149,04-12-2015,Idaho,Chicken Bali,1,09:28:46,After 9:00am,8.00
4150,06-12-2015,Idaho,Margarita,3,09:28:46,After 9:00am,16.00
4151,04-12-2015,Arizona,Hot Veggie,3,09:28:50,After 9:00am,16.00
4152,11-12-2015,Nevada,Italiano,3,09:28:53,After 9:00am,12.00
4153,13-12-2015,Idaho,Chicken Bali,2,09:28:53,After 9:00am,8.00
4154,10-12-2015,California,Pepperoni Feast,5,09:28:54,After 9:00am,16.00
4155,11-12-2015,Idaho,Italiano,1,09:28:54,After 9:00am,12.00
4156,08-12-2015,Idaho,Pepperoni Suya,1,09:28:54,After 9:00am,12.00
4157,06-12-2015,Oregon,BBQ Chicken,3,09:28:56,After 9:00am,16.00
4158,15-12-2015,Arizona,Hot Pepperoni Feast,3,09:29:00,After 9:00am,16.00
4159,14-12-2015,Idaho,BBQ Chicken,4,09:29:00,After 9:00am,16.00
4160,09-12-2015,Nevada,Hot Pepperoni Feast,2,09:29:03,After 9:00am,16.00
4161,05-12-2015,Idaho,Chicken Bali,5,09:29:05,After 9:00am,8.00
4162,11-12-2015,Nevada,Pepperoni Suya,3,09:29:06,After 9:00am,12.00
4163,10-12-2015,Nevada,Hot Pepperoni Feast,5,09:29:07,After 9:00am,16.00
4164,08-12-2015,Arizona,Chicken Suya,5,09:29:10,After 9:00am,16.00
4165,14-12-2015,Nevada,Chicken Bali,3,09:29:11,After 9:00am,8.00
4166,14-12-2015,Idaho,Pepperoni Feast,1,09:29:12,After 9:00am,16.00
4167,11-12-2015,Oregon,Margarita,4,09:29:13,After 9:00am,16.00
4168,08-12-2015,Oregon,Chicken Suya,3,09:29:13,After 9:00am,16.00
4169,04-12-2015,Arizona,Chicken Legend,2,09:29:14,After 9:00am,8.00
4170,03-12-2015,Arizona,Hot Pepperoni Feast,2,09:29:15,After 9:00am,16.00
4171,06-12-2015,Oregon,Veggie Supreme,5,09:29:17,After 9:00am,12.00
4172,11-12-2015,Idaho,Chicken Feast,1,09:29:18,After 9:00am,8.00
4173,06-12-2015,Idaho,Pepperoni Suya,4,09:29:18,After 9:00am,12.00
4174,10-12-2015,Oregon,Pepperoni Feast,5,09:29:21,After 9:00am,16.00
4175,04-12-2015,Nevada,BBQ Chicken,4,09:29:22,After 9:00am,16.00
4176,06-12-2015,California,Chicken Feast,4,09:29:26,After 9:00am,8.00
4177,15-12-2015,Oregon,Meatzaa,1,09:29:27,After 9:00am,8.00
4178,13-12-2015,Arizona,Italiano,5,09:29:29,After 9:00am,12.00
4179,12-12-2015,Arizona,BBQ Philly Steak,4,09:29:30,After 9:00am,16.00
4180,10-12-2015,Nevada,Beef Suya,5,09:29:31,After 9:00am,12.00
4181,15-12-2015,Idaho,Veggie Supreme,2,09:29:33,After 9:00am,12.00
4182,09-12-2015,California,Chicken Bali,1,09:29:33,After 9:00am,8.00
4183,05-12-2015,Idaho,Chicken Legend,3,09:29:34,After 9:00am,8.00
4184,10-12-2015,California,Margarita,1,09:29:34,After 9:00am,16.00
4185,08-12-2015,Oregon,Extravaganza,4,09:29:34,After 9:00am,8.00
4186,14-12-2015,Idaho,Pepperoni Suya,4,09:29:37,After 9:00am,12.00
4187,05-12-2015,Oregon,Italiano,2,09:29:39,After 9:00am,12.00
4188,04-12-2015,Arizona,Pepperoni Suya,2,09:29:41,After 9:00am,12.00
4189,09-12-2015,California,Chicken Bali,1,09:29:41,After 9:00am,8.00
4190,12-12-2015,Idaho,Chicken Bali,5,09:29:42,After 9:00am,8.00
4191,05-12-2015,Nevada,Italiano,3,09:29:46,After 9:00am,12.00
4192,12-12-2015,Oregon,Margarita,4,09:29:47,After 9:00am,16.00
4193,05-12-2015,Nevada,Chicken Legend,2,09:29:49,After 9:00am,8.00
4194,06-12-2015,California,Pepperoni Suya,1,09:29:51,After 9:00am,12.00
4195,10-12-2015,Nevada,Chicken Feast,3,09:29:52,After 9:00am,8.00
4196,09-12-2015,Nevada,BBQ Chicken,1,09:29:52,After 9:00am,16.00
4197,10-12-2015,Arizona,Meatzaa,5,09:29:53,After 9:00am,8.00
4198,03-12-2015,Oregon,Hot Veggie,1,09:29:54,After 9:00am,16.00
4199,09-12-2015,Arizona,BBQ Philly Steak,2,09:29:54,After 9:00am,16.00
4200,09-12-2015,California,Margarita,3,09:29:54,After 9:00am,16.00
4201,10-12-2015,Nevada,Hot Veggie,1,09:29:54,After 9:00am,16.00
4202,10-12-2015,Nevada,Extravaganza,4,09:29:55,After 9:00am,8.00
4203,06-12-2015,Arizona,Veggie Supreme,3,09:29:57,After 9:00am,12.00
4204,03-12-2015,California,Hot Veggie,1,09:29:58,After 9:00am,16.00
4205,04-12-2015,California,Chicken Feast,2,09:29:58,After 9:00am,8.00
4206,11-12-2015,California,Veggie Supreme,4,09:29:59,After 9:00am,12.00
4207,10-12-2015,Oregon,Hot Veggie,2,09:30:00,After 9:00am,16.00
4208,08-12-2015,Nevada,Chicken Legend,1,09:30:04,After 9:00am,8.00
4209,10-12-2015,Nevada,Meatzaa,4,09:30:05,After 9:00am,8.00
4210,08-12-2015,Oregon,Beef Suya,5,09:30:06,After 9:00am,12.00
4211,13-12-2015,Oregon,Margarita,3,09:30:07,After 9:00am,16.00
4212,08-12-2015,California,Hot Pepperoni Feast,5,09:30:09,After 9:00am,16.00
4213,13-12-2015,Arizona,Meatzaa,1,09:30:09,After 9:00am,8.00
4214,15-12-2015,Nevada,Margarita,3,09:30:09,After 9:00am,16.00
4215,15-12-2015,Oregon,Pepperoni Feast,1,09:30:11,After 9:00am,16.00
4216,12-12-2015,Oregon,Hot Veggie,4,09:30:11,After 9:00am,16.00
4217,12-12-2015,Arizona,Chicken Bali,4,09:30:12,After 9:00am,8.00
4218,03-12-2015,Oregon,BBQ Chicken,5,09:30:12,After 9:00am,16.00
4219,13-12-2015,Oregon,Pepperoni Suya,1,09:30:13,After 9:00am,12.00
4220,11-12-2015,Arizona,Beef Suya,3,09:30:15,After 9:00am,12.00
4221,06-12-2015,Nevada,BBQ Chicken,4,09:30:15,After 9:00am,16.00
4222,15-12-2015,Oregon,Extravaganza,1,09:30:17,After 9:00am,8.00
4223,09-12-2015,Arizona,Margarita,5,09:30:17,After 9:00am,16.00
4224,15-12-2015,Idaho,Hot Veggie,3,09:30:21,After 9:00am,16.00
4225,14-12-2015,Idaho,Margarita,2,09:30:21,After 9:00am,16.00
4226,05-12-2015,Arizona,Chicken Feast,2,09:30:25,After 9:00am,8.00
4227,04-12-2015,Oregon,Pepperoni Suya,3,09:30:26,After 9:00am,12.00
4228,03-12-2015,Arizona,Beef Suya,3,09:30:27,After 9:00am,12.00
4229,03-12-2015,Nevada,Veggie Supreme,2,09:30:28,After 9:00am,12.00
4230,10-12-2015,Oregon,Chicken Bali,4,09:30:29,After 9:00am,8.00
4231,09-12-2015,California,Meatzaa,3,09:30:31,After 9:00am,8.00
